10759	77
10760	1
10761	20
10762	48
10763	10
10764	94
10765	36
10767	172
10768	9
10769	29
10771	116
10773	1
10774	15
10775	71
10776	4
10777	4
10778	2
10779	8
10780	36
10781	115
10782	41
10783	1
10784	2
10786	15
10788	17
10789	10
10790	1
10791	1
10792	247
10793	687
10794	5
10795	23
10796	59
10798	3
10800	473
10801	4
10802	28
10803	40
10804	1
10805	80
10806	20
10808	1
10810	6
10811	1
10812	29
10813	62
10814	97
10815	82
10816	55
10817	49
10818	30
10819	243
10820	13
10821	2
10822	34
10823	14
10824	11
10826	1
10827	26
10828	429
10829	2
10830	25
10831	17
10832	5
10834	11
10835	28
10836	14
10837	7
10839	2
10840	1
10841	34
10842	2
10843	79
10844	50
10846	2
10847	77
10850	33
10851	25
10852	15
10853	1
10854	221
10855	1
10856	37
10857	126
10858	8
10859	6
10861	4
10862	4
10863	35
10865	24
10866	15
10867	6
10868	6
10869	37
10870	5
10871	142
10872	15
10873	87
10874	127
10875	11
10877	244
10878	14
10880	34
10882	36
10884	2
10885	3
10886	3
10887	3
10888	99
10889	7
10890	65
10891	24
10892	13
10893	4
10894	6
10895	1
10896	7
10897	30
10898	51
10900	55
10901	19
10902	2
10904	1
10905	6
10906	1
10909	59
10910	13
10911	9
10912	118
10914	8
10915	15
10916	11
10918	2
10919	72
10920	27
10921	47
10922	21
10923	5
10924	4
10925	29
10927	1
10928	2
10929	14
10930	6
10931	35
10933	16
10934	5
10935	47
10936	3639
10938	103
10940	125
10941	78
10942	11
10943	4
10944	2
10945	11
10946	5
10947	4
10948	296
10950	21
10951	4
10953	156
10955	47
10956	10
10958	1
10960	15
10962	1049
10964	96
10965	52
10966	122
10967	25
10968	14
10969	16
10970	1045
10971	41
10972	37
10973	139
10974	1
10975	33
10977	1
10978	4
10979	217
10980	339
10981	17
10982	1
10983	50
10985	19
10986	8
10987	50
10988	12
10989	5
10990	1
10991	14
10993	1
10994	49
10995	1
10996	1
10998	134
10999	40
11000	21
11001	91
11002	590
11003	602
11004	41
11005	2
11006	19
11009	4
11010	4
11011	36
11012	1
11013	7
11014	6
11015	45
11017	1
11018	169
11019	2
11020	3
11022	6
11023	61
11024	3
11025	99
11026	74
11027	113
11028	37
11030	60
11031	281
11032	8
11034	53
11035	134
11036	83
11037	163
11038	12
11039	6
11040	8
11041	35
11042	12
11043	211
11044	118
11045	6
11046	22
11047	62
11048	4
11049	9
11050	2
11052	17
11055	3
11056	18
11057	7
11058	3
11059	17
11061	12
11062	6
11063	70
11064	2
11065	6
11066	2
11067	2
11068	106
11069	5
11072	6
11073	4
11075	2
11076	46
11077	19
11078	10
11079	17
11080	2
11081	10
11082	180
11083	39
11084	9
11085	19
11087	52
11088	296
11089	268
11090	5
11091	14
11092	457
11093	289
11094	43
11096	52
11097	78
11098	24
11099	80
11100	6
11101	7
11102	2
11103	3
11104	1129
11105	1
11106	99
11108	2
11110	4
11111	414
11114	3
11115	9
11118	49
11119	536
11120	4
11122	20
11123	9
11124	53
11127	6
11128	3
11131	4
11134	1
11137	1
11138	1
11139	56
11141	318
11142	11
11143	11
11144	50
11145	4
11146	34
11150	34
11151	412
11153	96
11154	6
11155	28
11157	4
11158	3
11160	1
11163	1
11164	1
11167	34
11168	26
11169	52
11170	4
11171	7
11172	4
11173	30
11174	18
11175	84
11177	17
11178	23
11179	2
11181	189
11183	44
11184	3
11186	12
11187	5
11188	67
11190	24
11191	41
11192	31
11193	2
11194	25
11197	19
11198	5
11199	163
11200	141
11201	3
11202	1
11203	11
11205	19
11206	97
11207	126
11208	1
11210	58
11211	48
11212	5
11213	5
11214	77
11216	56
11217	29
11218	1
11220	32
11221	1
11223	2
11225	3
11226	3
11227	1
11228	7
11230	6
11233	2
11234	3
11237	12
11238	2
11239	10
11241	14
11244	13
11245	24
11246	3
11249	2
11250	3
11251	165
11252	1
11253	1
11254	3
11255	2
11256	9
11259	37
11260	2
11261	7
11262	1
11265	2
11266	32
11268	2
11269	1
11270	11
11272	22
11273	3
11274	1
11275	1
11278	1
11279	10
11280	9
11281	9
11282	30
11283	2
11285	13
11286	4
11287	5
11289	1
11290	597
11292	4
11293	12
11294	4
11295	325
11297	12
11300	295
11301	13
11302	5
11304	191
11306	123
11307	377
11308	47
11309	31
11310	9
11312	8
11314	67
11315	43
11317	1
11318	24
11321	3
11323	21
11324	13
11325	9
11326	23
11327	1
11328	21
11329	4
11330	7
11332	2
11333	1
11335	16
11336	6
11337	3
11338	25
11339	1
11340	30
11342	2
11345	3
11346	39
11347	22
11353	48
11354	1025
11355	104
11356	10
11357	23
11360	1
11361	2
11365	55
11367	122
11368	31
11369	1
11370	5
11371	5
11373	10
11374	3
11376	23
11378	5
11379	20
11380	21
11381	1
11382	2
11383	7
11385	18
11387	64
11388	25
11389	45
11390	3
11393	9
11394	69
11395	12
11396	18
11397	4
11398	65
11399	14
11400	51
11402	5
11403	37
11405	18
11407	1
11408	5
11413	11
11414	16
11415	15
11416	12
11417	9
11418	4
11420	6
11422	6
11423	110
11424	421
11425	12
11427	32
11428	6
11430	6
11431	2
11432	3
11433	5
11435	2
11436	32
11437	6
11440	22
11441	27
11442	3
11443	13
11444	3
11445	2
11446	14
11447	2
11448	10
11451	56
11452	24
11453	4
11454	103
11455	4
11456	1
11457	4
11458	15
11459	2
11461	36
11462	28
11463	165
11465	3
11467	235
11468	2
11469	121
11470	36
11473	10
11474	12
11476	6
11477	20
11478	1
11480	16
11481	162
11482	200
11483	1
11484	11
11485	36
11486	1
11488	5
11489	15
11490	4
11491	10
11497	16
11498	16
11499	18
11500	60
11501	21
11502	411
11504	4
11506	2
11507	13
11509	2
11510	2
11511	3
11512	12
11513	8
11514	22
11515	1
11517	20
11518	7
11519	4
11520	2
11522	1
11525	15
11526	1
11527	35
11530	68
11531	1
11532	20
11533	2
11534	1
11535	1
11536	5
11538	16
11541	14
11543	3
11544	6
11546	3
11547	70
11548	3
11549	2
11550	1
11551	5
11552	50
11553	3
11554	38
11555	30
11556	5
11557	1
11558	1
11562	3
11565	5
11566	5
11567	3
11570	2
11572	337
11573	19
11574	1
11575	10
11577	99
11578	4
11580	4
11581	1
11582	2
11583	245
11584	18
11585	50
11586	40
11589	13
11592	3
11593	4
11594	1
11595	34
11596	4
11597	1
11598	3
11600	20
11601	3
11604	86
11605	1
11606	4
11607	3
11608	236
11609	8
11610	94
11613	135
11615	6
11616	21
11617	4
11619	36
11621	18
11622	58
11624	6
11625	11
11628	3
11629	2
11633	8
11634	2
11637	18
11638	1
11640	86
11647	45
11648	38
11649	5
11650	25
11651	37
11652	3
11653	14
11655	1
11656	12
11658	3
11659	1
11660	124
11661	26
11662	1
11663	1
11664	170
11665	2
11667	2
11668	1
11669	5
11670	2
11671	339
11672	1
11673	1
11676	72
11677	2
11678	257
11680	3
11681	3
11682	1
11686	25
11687	43
11688	1
11689	4
11690	14
11691	2
11692	7
11694	12
11700	1
11701	21
11702	10
11703	5
11705	5
11706	2
11710	1
11712	1
11713	3
11714	15
11715	1
11716	28
11717	24
11718	11
11719	34
11720	610
11721	1
11722	293
11723	1
11724	31
11725	2
11726	4
11728	17
11730	76
11731	2
11733	26
11734	2
11735	8
11736	24
11737	1
11738	5
11739	18
11740	406
11741	7
11743	5
11745	41
11746	61
11749	22
11750	2
11754	1
11755	1
11757	327
11758	4
11760	46
11763	30
11766	5
11767	1
11768	157
11769	6
11770	88
11771	10
11773	30
11774	20
11775	2
11776	1
11777	1
11778	144
11779	5
11781	6
11782	3
11783	30
11784	2
11785	35
11786	11
11787	3
11788	1
11790	39
11791	12
11792	3
11793	3
11794	3
11795	21
11796	12
11797	3
11799	5
11800	19
11801	4
11804	87
11805	42
11807	2
11809	2
11810	280
11812	43
11814	28
11815	14
11816	2
11817	135
11818	2
11819	3
11821	4
11822	80
11823	1
11825	26
11827	3
11828	1
11829	3
11830	2
11834	1
11835	71
11836	133
11838	68
11839	2
11840	96
11841	34
11842	104
11843	1
11844	1
11845	6
11847	78
11848	3
11850	2
11851	12
11852	5
11856	2
11860	1
11862	15
11863	18
11865	7
11866	3
11867	2
11871	7
11872	12
11874	3
11875	3
11876	20
11877	1
11878	59
11885	2
11886	8
11889	1
11890	23
11891	10
11892	77
11893	6
11895	20
11896	10
11897	22
11898	4
11899	8
11900	1
11901	1
11905	133
11906	1
11908	12
11910	5
11913	65
11914	2
11915	6
11919	28
11921	91
11923	1
11924	11
11925	1
11926	27
11929	56
11930	34
11931	28
11932	2
11933	1
11935	10
11937	1
11940	1
11941	3
11942	2
11943	28
11944	32
11945	3
11946	5
11948	2
11949	4
11951	23
11952	11
11954	3
11955	4
11956	1
11957	14
11958	54
11959	159
11960	10
11962	22
11963	32
11964	92
11965	2
11966	1
11972	4
11973	19
11974	1
11976	2
11978	12
11981	1
11985	52
11988	16
11992	45
11993	3
11995	46
11997	405
11998	6
11999	2
12000	4
12002	15
12004	3
12005	2
12006	104
12007	242
12008	182
12009	1
12010	12
12012	16
12013	2
12014	10
12015	1
12016	20
12017	1
12018	82
12019	142
12020	41
12021	13
12022	5
12023	4
12024	69
12025	127
12026	5
12027	6
12028	6
12030	45
12031	3
12033	32
12034	2
12036	10
12037	31
12038	1
12039	2
12040	1
12043	3
12045	7
12046	1
12047	1
12048	3
12049	72
12050	6
12051	125
12052	1
12054	36
12055	10
12056	8
12057	2
12059	36
12060	2
12061	26
12062	3
12063	4
12064	1
12067	465
12068	4
12070	4
12071	26
12072	41
12074	13
12077	3
12079	83
12080	2
12081	96
12082	25
12083	1
12084	110
12085	15
12087	2
12088	1
12089	117
12090	1
12091	42
12092	38
12093	2
12094	9
12095	1
12096	14
12097	2
12100	60
12101	10
12102	5
12103	1148
12105	2
12106	236
12107	3
12109	20
12110	1
12112	1
12113	10
12118	1
12120	87
12121	34
12123	5
12124	17
12125	2
12126	7
12130	1
12132	1
12133	5
12134	9
12135	38
12136	64
12137	3
12138	55
12140	3
12141	1
12142	51
12143	1
12144	1
12146	1
12147	3
12148	70
12149	3
12150	6
12151	17
12152	3
12153	3
12154	32
12156	52
12157	2
12158	96
12160	4
12162	8
12165	35
12166	14
12167	1
12169	23
12171	22
12172	74
12173	5
12174	7
12176	1
12177	24
12180	6
12181	28
12182	5
12183	1
12185	6
12191	1
12192	101
12194	1
12195	2
12196	3
12198	3
12199	1
12200	10
12201	29
12202	3
12203	21
12204	1
12207	1
12209	78
12210	1
12211	147
12212	3
12213	162
12214	1
12215	13
12216	14
12218	7
12222	65
12223	17
12224	29
12226	1
12227	1
12230	62
12231	1
12232	27
12233	2
12234	20
12235	6
12236	11
12237	3
12238	138
12239	1
12240	1
12241	1
12242	13
12243	17
12244	49
12247	1
12248	1
12250	3
12251	18
12252	37
12254	3
12256	2
12258	34
12259	4
12260	2
12262	48
12263	26
12264	3
12266	23
12267	27
12269	7
12270	1431
12271	22
12273	10
12274	15
12277	57
12278	4
12280	3
12282	6
12283	14
12284	6
12285	10
12288	6
12289	5
12291	4
12292	6
12293	2
12294	6
12295	99
12297	887
12298	122
12299	6
12300	3
12302	5
12303	19
12304	4
12305	39
12307	57
12310	44
12311	44
12315	3
12320	1
12321	36
12322	8
12324	592
12327	1
12328	2
12330	9
12331	3
12332	23
12334	5
12335	9
12337	1
12338	148
12339	6
12340	5
12341	43
12342	8
12343	1
12345	3
12346	6
12347	7
12348	28
12350	2
12351	6
12352	3
12354	56
12355	4
12356	1
12357	2
12359	22
12360	6
12361	1
12363	4
12364	1
12365	6
12366	5
12369	65
12370	52
12371	13
12373	3
12374	4
12375	29
12376	9
12377	4
12378	2
12379	2
12380	19
12384	1
12387	1
12391	184
12392	3
12393	725
12394	26
12397	2
12399	31
12401	27
12404	6
12405	13
12406	3
12408	3
12409	7
12410	1
12411	7
12413	4
12414	318
12415	21
12416	4
12418	1
12419	1
12421	6
12422	2
12424	1
12425	3
12426	30
12428	10
12429	37
12431	3
12432	13
12433	20
12435	57
12436	19
12437	24
12438	1
12442	1
12443	26
12445	1
12448	12
12450	25
12452	18
12453	3
12454	4
12455	1
12456	4
12459	15
12460	22
12461	2
12462	3
12463	7
12466	39
12467	4
12468	5
12469	25
12470	76
12472	3
12474	46
12475	142
12476	2
12477	1
12478	1
12479	21
12480	23
12482	2524
12484	6
12485	4
12486	3
12487	4
12490	5
12491	8
12494	1
12495	29
12496	12
12498	6
12500	12
12501	4
12502	14
12503	10
12504	12
12505	2
12506	1
12507	71
12508	6
12509	25
12512	1
12514	1
12515	5
12516	39
12517	266
12518	28
12519	2
12520	18
12522	11
12524	4
12525	29
12529	25
12530	7
12533	11
12535	5
12536	5
12539	2
12540	7
12541	1
12542	187
12543	36
12544	8
12545	9
12546	44
12547	108
12548	6
12549	7
12550	5
12552	59
12553	36
12554	7
12555	8
12558	13
12559	78
12561	1
12562	53
12564	1
12565	3
12566	12
12567	39
12568	36
12569	16
12571	5
12572	15
12575	18
12577	489
12580	4
12582	11
12583	24
12584	10
12585	25
12586	11
12587	21
12588	2
12589	17
12590	26
12591	7
12592	2
12594	3
12596	11
12597	24
12600	14
12601	9
12606	8
12609	5
12610	3
12611	7
12612	139
12614	3
12615	2
12616	12
12617	1
12622	2
12624	5
12627	39
12629	11
12630	22
12633	1
12634	5
12636	2
12639	1
12640	62
12641	2
12645	1
12649	6
12650	13
12652	16
12653	7
12654	1
12655	1
12656	4
12657	33
12658	46
12659	32
12661	6
12662	42
12664	4
12665	1
12666	2
12667	86
12668	11
12670	19
12673	5
12674	3
12675	6
12676	9
12679	6
12680	6
12682	100
12683	1
12684	5
12687	2
12689	4
12692	73
12693	186
12696	9
12700	17
12702	4
12704	1
12706	1
12707	17
12708	3
12709	14
12710	1
12711	19
12712	1
12714	4
12715	232
12717	7
12719	58
12720	1
12721	1
12722	6
12723	2
12725	1
12726	52
12728	10
12731	33
12732	38
12733	56
12734	5
12735	22
12736	18
12737	42
12738	39
12739	5
12742	2
12743	9
12744	3
12746	5
12747	65
12748	3
12749	17
12750	13
12751	37
12754	3
12756	25
12757	3
12761	7
12765	13
12766	5
12767	5
12768	4
12769	2
12770	1
12772	16
12774	1
12775	16
12776	50
12777	2
12778	1
12780	21
12781	5
12784	1
12786	5
12787	271
12788	12
12789	2
12790	48
12791	22
12795	14
12796	4
12797	17
12799	2
12801	3
12803	18
12805	90
12806	2
12807	5
12808	136
12809	1
12810	2
12811	18
12812	14
12816	5
12817	2
12818	2
12819	61
12821	22
12823	1
12826	1
12827	3
12828	11
12830	5
12831	23
12833	8
12836	27
12838	10
12839	1
12840	31
12843	88
12845	1
12846	9
12847	9
12848	1
12850	1
12851	46
12852	16
12856	3
12859	33
12861	19
12862	2
12864	11
12865	22
12866	23
12867	31
12868	1
12870	17
12872	36
12873	7
12874	2
12875	1
12878	4
12880	1
12882	17
12883	29
12884	48
12885	3
12886	22
12888	15
12889	1
12890	6
12891	1
12892	2
12897	3
12899	31
12901	9
12903	1
12904	27
12905	10
12906	3
12907	2
12909	1
12910	1
12912	2
12913	8
12915	1
12916	26
12918	589
12919	10
12921	56
12923	19
12924	31
12925	28
12926	1
12927	55
12928	5
12929	22
12930	23
12931	50
12934	12
12935	2
12936	2
12937	27
12938	13
12939	94
12940	1
12943	3
12944	40
12945	55
12946	9
12947	35
12948	41
12950	14
12952	9
12954	1461
12955	1
12957	1
12958	14
12962	7
12963	87
12964	47
12965	3
12966	244
12969	3
12970	5
12972	76
12973	1
12974	7
12975	40
12977	1
12978	3
12979	8
12980	4
12981	11
12982	12
12983	1
12987	2
12989	2
12990	1
12991	6
12992	59
12993	271
12995	2
12996	3
12997	2
12998	2
12999	7
13000	1
13001	13
13003	1
13005	35
13006	100
13008	413
13012	1
13013	8
13016	3
13017	1
13020	2
13021	5
13026	7
13027	68
13028	123
13031	3
13032	42
13033	2
13035	1
13037	1
13038	3
13039	1
13040	31
13041	86
13042	394
13043	14
13044	2
13046	2
13047	4
13049	1
13050	3
13051	4
13052	20
13053	99
13054	6
13057	89
13058	10
13061	12
13063	106
13064	3
13066	57
13068	14
13069	4
13071	1
13072	25
13073	71
13074	5
13075	64
13076	3
13077	10
13078	12
13079	2
13081	2
13082	10
13083	1
13084	9
13086	7
13087	1
13088	35
13089	1
13090	3
13091	5
13092	1370
13094	2
13095	1
13096	11
13097	1
13098	3
13099	1
13100	3
13101	90
13104	62
13107	1
13109	49
13110	4
13111	14
13112	2
13115	52
13116	40
13118	6
13119	16
13120	2
13121	2
13123	57
13124	20
13126	6
13127	7
13130	20
13131	41
13132	20
13133	19
13134	3
13135	82
13136	5
13138	61
13139	2
13141	3
13142	15
13143	1
13144	15
13145	7
13146	1
13147	2
13150	4
13155	176
13156	1
13157	4
13158	4
13159	2
13160	2
13162	17
13163	8
13164	3
13165	14
13167	2
13170	14
13171	10
13172	552
13174	2
13175	54
13176	17
13179	29
13181	46
13185	2
13188	7
13189	2
13190	4
13192	16
13193	1
13194	15
13196	5
13198	40
13200	14
13201	2
13202	6
13203	1
13204	5
13205	57
13207	2
13210	3
13211	57
13213	3
13215	3
13218	2
13220	3
13226	1
13230	4
13233	2
13234	477
13235	11
13237	2
13238	2
13239	2
13241	1
13242	6
13244	1607
13245	2
13246	184
13247	34
13248	2
13250	4
13251	4
13252	968
13253	87
13255	3
13257	2
13258	4
13259	3
13260	14
13262	3
13263	2
13264	2
13266	41
13267	24
13268	1
13271	1
13275	45
13277	21
13278	6
13279	2
13281	6
13284	58
13285	1
13287	78
13288	2
13289	6
13290	1
13291	17
13292	4
13293	2
13295	2
13296	2
13297	5
13299	2
13301	42
13303	2
13304	2
13305	1
13306	36
13307	7
13308	3
13309	91
13310	1
13311	48
13312	16
13314	345
13315	12
13316	23
13317	26
13318	1
13319	1
13320	3
13321	1
13322	1
13323	9
13324	6
13328	2
13329	3
13330	1
13331	119
13332	25
13333	14
13334	13
13335	1
13337	23
13339	140
13341	2
13342	17
13343	1
13344	1
13345	5
13346	2
13347	1
13349	2
13350	23
13351	70
13352	2
13353	51
13354	1
13355	30
13359	264
13360	31
13361	5
13362	2
13365	2
13366	1
13368	28
13370	2
13371	1
13374	14
13376	1
13377	50
13380	5
13381	11
13383	11
13384	64
13385	19
13386	98
13388	9
13389	2
13390	1
13392	1
13394	1
13395	4
13396	8
13397	5
13399	7
13400	48
13401	3
13403	3
13404	2
13406	75
13407	1
13409	6
13411	2
13412	4
13414	20
13415	3
13416	64
13417	2
13418	1
13424	9
13428	8
13429	1
13430	5
13431	6
13432	105
13433	11
13434	17
13435	25
13436	1
13437	33
13439	17
13440	647
13442	28
13443	13
13444	1
13445	1
13448	3
13449	11
13450	27
13453	7
13456	2
13457	26
13459	37
13460	104
13461	27
13462	4
13465	3
13466	26
13467	21
13468	1
13469	1
13470	8
13472	2
13473	1
13476	2
13477	1
13479	25
13480	609
13481	14
13482	12
13483	4
13485	13
13486	1
13487	14
13489	7
13490	21
13491	1
13492	8
13494	63
13495	1
13496	4
13497	1
13499	6
13500	1823
13502	10
13504	1
13505	1
13506	2
13507	30
13508	67
13509	3
13512	27
13513	56
13515	1
13516	54
13517	1
13518	205
13520	7
13521	11
13522	8
13524	31
13527	2
13528	71
13529	8
13530	2
13531	2
13532	38
13533	5
13534	45
13535	8
13538	6
13539	2
13540	1
13541	28
13545	3
13547	3
13548	27
13549	1
13550	6
13552	1
13553	6
13554	75
13558	117
13559	2
13560	247
13563	1
13565	10
13567	8
13568	2
13570	3
13573	1
13574	2
13575	95
13576	23
13577	39
13578	1
13579	1
13580	17
13581	37
13582	298
13583	16
13584	2
13585	5
13589	1
13591	9
13596	32
13598	33
13600	2
13601	1
13602	2
13604	2
13605	2
13606	4
13607	4
13608	1
13611	7
13614	119
13616	12
13617	17
13618	3
13622	11
13624	18
13625	1
13627	27
13628	6
13629	11
13630	2
13632	109
13633	272
13634	91
13635	1
13636	20
13637	13
13638	4
13640	2
13642	76
13644	1
13647	10
13648	3
13649	3
13650	3
13653	7
13654	10
13655	6
13657	2
13658	7
13659	1
13661	1
13662	92
13663	2
13664	1
13665	18
13668	1
13669	7
13670	6
13671	4
13672	1
13673	1
13674	1
13677	1
13680	21
13681	1
13682	25
13683	2
13684	7
13686	5
13688	10
13689	2
13690	3
13695	17
13696	15
13697	6
13698	9
13700	77
13701	1
13704	6
13706	49
13707	139
13708	3
13709	4
13710	8
13711	1
13712	30
13713	25
13716	147
13717	45
13718	1
13719	17
13721	6
13722	1
13723	10
13724	67
13725	8
13727	1
13728	5
13730	11
13731	15
13734	5
13736	4
13740	1
13743	1
13744	2
13745	11
13746	16
13748	1
13749	2
13754	69
